"","year","state","county_name","county_fips","party","candidatevotes","totalvotes"
"61894",2020,"NORTH CAROLINA","CURRITUCK",37053,"DEMOCRAT",7,16147
"61907",2020,"NORTH CAROLINA","CURRITUCK",37053,"REPUBLICAN",669,16147
"61908",2020,"NORTH CAROLINA","CURRITUCK",37053,"REPUBLICAN",4666,16147
"61909",2020,"NORTH CAROLINA","CURRITUCK",37053,"REPUBLICAN",6290,16147
"61910",2020,"NORTH CAROLINA","CURRITUCK",37053,"REPUBLICAN",32,16147
"61911",2020,"NORTH CAROLINA","DARE",37055,"DEMOCRAT",2635,24232
"61912",2020,"NORTH CAROLINA","DARE",37055,"DEMOCRAT",1191,24232
"61913",2020,"NORTH CAROLINA","DARE",37055,"DEMOCRAT",6105,24232
"61914",2020,"NORTH CAROLINA","DARE",37055,"DEMOCRAT",5,24232
"61927",2020,"NORTH CAROLINA","DARE",37055,"REPUBLICAN",1193,24232
"61928",2020,"NORTH CAROLINA","DARE",37055,"REPUBLICAN",3656,24232
"61929",2020,"NORTH CAROLINA","DARE",37055,"REPUBLICAN",9076,24232
"61930",2020,"NORTH CAROLINA","DARE",37055,"REPUBLICAN",13,24232
"61931",2020,"NORTH CAROLINA","DAVIDSON",37057,"DEMOCRAT",6173,88514
"61932",2020,"NORTH CAROLINA","DAVIDSON",37057,"DEMOCRAT",4494,88514
"61933",2020,"NORTH CAROLINA","DAVIDSON",37057,"DEMOCRAT",11915,88514
"61934",2020,"NORTH CAROLINA","DAVIDSON",37057,"DEMOCRAT",54,88514
"61947",2020,"NORTH CAROLINA","DAVIDSON",37057,"REPUBLICAN",5951,88514
"61948",2020,"NORTH CAROLINA","DAVIDSON",37057,"REPUBLICAN",15613,88514
"61949",2020,"NORTH CAROLINA","DAVIDSON",37057,"REPUBLICAN",42969,88514
"61950",2020,"NORTH CAROLINA","DAVIDSON",37057,"REPUBLICAN",125,88514
"61951",2020,"NORTH CAROLINA","DAVIE",37059,"DEMOCRAT",1681,25311
"61952",2020,"NORTH CAROLINA","DAVIE",37059,"DEMOCRAT",828,25311
"61953",2020,"NORTH CAROLINA","DAVIE",37059,"DEMOCRAT",4187,25311
"61954",2020,"NORTH CAROLINA","DAVIE",37059,"DEMOCRAT",17,25311
"61967",2020,"NORTH CAROLINA","DAVIE",37059,"REPUBLICAN",1385,25311
"61968",2020,"NORTH CAROLINA","DAVIE",37059,"REPUBLICAN",3992,25311
"61969",2020,"NORTH CAROLINA","DAVIE",37059,"REPUBLICAN",12802,25311
"61970",2020,"NORTH CAROLINA","DAVIE",37059,"REPUBLICAN",49,25311
"61971",2020,"NORTH CAROLINA","DUPLIN",37061,"DEMOCRAT",1185,22715
"61972",2020,"NORTH CAROLINA","DUPLIN",37061,"DEMOCRAT",1481,22715
"61973",2020,"NORTH CAROLINA","DUPLIN",37061,"DEMOCRAT",6067,22715
"61974",2020,"NORTH CAROLINA","DUPLIN",37061,"DEMOCRAT",34,22715
"61987",2020,"NORTH CAROLINA","DUPLIN",37061,"REPUBLICAN",655,22715
"61988",2020,"NORTH CAROLINA","DUPLIN",37061,"REPUBLICAN",4166,22715
"61989",2020,"NORTH CAROLINA","DUPLIN",37061,"REPUBLICAN",8930,22715
"61990",2020,"NORTH CAROLINA","DUPLIN",37061,"REPUBLICAN",42,22715
"61991",2020,"NORTH CAROLINA","DURHAM",37063,"DEMOCRAT",41458,179914
"61992",2020,"NORTH CAROLINA","DURHAM",37063,"DEMOCRAT",9139,179914
"61993",2020,"NORTH CAROLINA","DURHAM",37063,"DEMOCRAT",93803,179914
"61994",2020,"NORTH CAROLINA","DURHAM",37063,"DEMOCRAT",288,179914
"62007",2020,"NORTH CAROLINA","DURHAM",37063,"REPUBLICAN",5420,179914
"62008",2020,"NORTH CAROLINA","DURHAM",37063,"REPUBLICAN",4708,179914
"62009",2020,"NORTH CAROLINA","DURHAM",37063,"REPUBLICAN",22228,179914
"62010",2020,"NORTH CAROLINA","DURHAM",37063,"REPUBLICAN",103,179914
"62011",2020,"NORTH CAROLINA","EDGECOMBE",37065,"DEMOCRAT",1810,25477
"62012",2020,"NORTH CAROLINA","EDGECOMBE",37065,"DEMOCRAT",2392,25477
"62013",2020,"NORTH CAROLINA","EDGECOMBE",37065,"DEMOCRAT",11837,25477
"62014",2020,"NORTH CAROLINA","EDGECOMBE",37065,"DEMOCRAT",50,25477
"62027",2020,"NORTH CAROLINA","EDGECOMBE",37065,"REPUBLICAN",549,25477
"62028",2020,"NORTH CAROLINA","EDGECOMBE",37065,"REPUBLICAN",2573,25477
"62029",2020,"NORTH CAROLINA","EDGECOMBE",37065,"REPUBLICAN",6047,25477
"62030",2020,"NORTH CAROLINA","EDGECOMBE",37065,"REPUBLICAN",37,25477
"62031",2020,"NORTH CAROLINA","FORSYTH",37067,"DEMOCRAT",30567,201270
"62032",2020,"NORTH CAROLINA","FORSYTH",37067,"DEMOCRAT",12182,201270
"62033",2020,"NORTH CAROLINA","FORSYTH",37067,"DEMOCRAT",69785,201270
"62034",2020,"NORTH CAROLINA","FORSYTH",37067,"DEMOCRAT",499,201270
"62047",2020,"NORTH CAROLINA","FORSYTH",37067,"REPUBLICAN",12154,201270
"62048",2020,"NORTH CAROLINA","FORSYTH",37067,"REPUBLICAN",17067,201270
"62049",2020,"NORTH CAROLINA","FORSYTH",37067,"REPUBLICAN",55560,201270
"62050",2020,"NORTH CAROLINA","FORSYTH",37067,"REPUBLICAN",283,201270
"62051",2020,"NORTH CAROLINA","FRANKLIN",37069,"DEMOCRAT",3086,37351
"62052",2020,"NORTH CAROLINA","FRANKLIN",37069,"DEMOCRAT",1768,37351
"62053",2020,"NORTH CAROLINA","FRANKLIN",37069,"DEMOCRAT",11006,37351
"62054",2020,"NORTH CAROLINA","FRANKLIN",37069,"DEMOCRAT",19,37351
"62067",2020,"NORTH CAROLINA","FRANKLIN",37069,"REPUBLICAN",1534,37351
"62068",2020,"NORTH CAROLINA","FRANKLIN",37069,"REPUBLICAN",4957,37351
"62069",2020,"NORTH CAROLINA","FRANKLIN",37069,"REPUBLICAN",14356,37351
"62070",2020,"NORTH CAROLINA","FRANKLIN",37069,"REPUBLICAN",54,37351
"62071",2020,"NORTH CAROLINA","GASTON",37071,"DEMOCRAT",9579,115498
"62072",2020,"NORTH CAROLINA","GASTON",37071,"DEMOCRAT",4885,115498
"62073",2020,"NORTH CAROLINA","GASTON",37071,"DEMOCRAT",26377,115498
"62074",2020,"NORTH CAROLINA","GASTON",37071,"DEMOCRAT",118,115498
"62087",2020,"NORTH CAROLINA","GASTON",37071,"REPUBLICAN",6770,115498
"62088",2020,"NORTH CAROLINA","GASTON",37071,"REPUBLICAN",12552,115498
"62089",2020,"NORTH CAROLINA","GASTON",37071,"REPUBLICAN",53506,115498
"62090",2020,"NORTH CAROLINA","GASTON",37071,"REPUBLICAN",205,115498
"62091",2020,"NORTH CAROLINA","GATES",37073,"DEMOCRAT",348,5971
"62092",2020,"NORTH CAROLINA","GATES",37073,"DEMOCRAT",375,5971
"62093",2020,"NORTH CAROLINA","GATES",37073,"DEMOCRAT",1819,5971
"62094",2020,"NORTH CAROLINA","GATES",37073,"DEMOCRAT",4,5971
"62107",2020,"NORTH CAROLINA","GATES",37073,"REPUBLICAN",222,5971
"62108",2020,"NORTH CAROLINA","GATES",37073,"REPUBLICAN",1160,5971
"62109",2020,"NORTH CAROLINA","GATES",37073,"REPUBLICAN",1973,5971
"62110",2020,"NORTH CAROLINA","GATES",37073,"REPUBLICAN",12,5971
"62111",2020,"NORTH CAROLINA","GRAHAM",37075,"DEMOCRAT",148,4665
"62112",2020,"NORTH CAROLINA","GRAHAM",37075,"DEMOCRAT",167,4665
"62113",2020,"NORTH CAROLINA","GRAHAM",37075,"DEMOCRAT",587,4665
"62114",2020,"NORTH CAROLINA","GRAHAM",37075,"DEMOCRAT",3,4665
"62127",2020,"NORTH CAROLINA","GRAHAM",37075,"REPUBLICAN",225,4665
"62128",2020,"NORTH CAROLINA","GRAHAM",37075,"REPUBLICAN",961,4665
"62129",2020,"NORTH CAROLINA","GRAHAM",37075,"REPUBLICAN",2489,4665
"62130",2020,"NORTH CAROLINA","GRAHAM",37075,"REPUBLICAN",35,4665
"62131",2020,"NORTH CAROLINA","GRANVILLE",37077,"DEMOCRAT",2891,31598
"62132",2020,"NORTH CAROLINA","GRANVILLE",37077,"DEMOCRAT",1611,31598
"62133",2020,"NORTH CAROLINA","GRANVILLE",37077,"DEMOCRAT",10033,31598
"62134",2020,"NORTH CAROLINA","GRANVILLE",37077,"DEMOCRAT",30,31598
"62147",2020,"NORTH CAROLINA","GRANVILLE",37077,"REPUBLICAN",1562,31598
"62148",2020,"NORTH CAROLINA","GRANVILLE",37077,"REPUBLICAN",2918,31598
"62149",2020,"NORTH CAROLINA","GRANVILLE",37077,"REPUBLICAN",12122,31598
"62150",2020,"NORTH CAROLINA","GRANVILLE",37077,"REPUBLICAN",45,31598
"62151",2020,"NORTH CAROLINA","GREENE",37079,"DEMOCRAT",632,8753
"62152",2020,"NORTH CAROLINA","GREENE",37079,"DEMOCRAT",578,8753
"62153",2020,"NORTH CAROLINA","GREENE",37079,"DEMOCRAT",2614,8753
"62154",2020,"NORTH CAROLINA","GREENE",37079,"DEMOCRAT",8,8753
"62167",2020,"NORTH CAROLINA","GREENE",37079,"REPUBLICAN",250,8753
"62168",2020,"NORTH CAROLINA","GREENE",37079,"REPUBLICAN",1455,8753
"62169",2020,"NORTH CAROLINA","GREENE",37079,"REPUBLICAN",3161,8753
"62170",2020,"NORTH CAROLINA","GREENE",37079,"REPUBLICAN",8,8753
"62171",2020,"NORTH CAROLINA","GUILFORD",37081,"DEMOCRAT",36466,284486
"62172",2020,"NORTH CAROLINA","GUILFORD",37081,"DEMOCRAT",20869,284486
"62173",2020,"NORTH CAROLINA","GUILFORD",37081,"DEMOCRAT",115511,284486
"62174",2020,"NORTH CAROLINA","GUILFORD",37081,"DEMOCRAT",240,284486
"62187",2020,"NORTH CAROLINA","GUILFORD",37081,"REPUBLICAN",12471,284486
"62188",2020,"NORTH CAROLINA","GUILFORD",37081,"REPUBLICAN",21451,284486
"62189",2020,"NORTH CAROLINA","GUILFORD",37081,"REPUBLICAN",73211,284486
"62190",2020,"NORTH CAROLINA","GUILFORD",37081,"REPUBLICAN",161,284486
"62191",2020,"NORTH CAROLINA","HALIFAX",37083,"DEMOCRAT",1560,25759
"62192",2020,"NORTH CAROLINA","HALIFAX",37083,"DEMOCRAT",2656,25759
"62193",2020,"NORTH CAROLINA","HALIFAX",37083,"DEMOCRAT",11242,25759
"62194",2020,"NORTH CAROLINA","HALIFAX",37083,"DEMOCRAT",87,25759
"62207",2020,"NORTH CAROLINA","HALIFAX",37083,"REPUBLICAN",531,25759
"62208",2020,"NORTH CAROLINA","HALIFAX",37083,"REPUBLICAN",2489,25759
"62209",2020,"NORTH CAROLINA","HALIFAX",37083,"REPUBLICAN",6999,25759
"62210",2020,"NORTH CAROLINA","HALIFAX",37083,"REPUBLICAN",61,25759
"62211",2020,"NORTH CAROLINA","HARNETT",37085,"DEMOCRAT",5117,58293
"62212",2020,"NORTH CAROLINA","HARNETT",37085,"DEMOCRAT",2683,58293
"62213",2020,"NORTH CAROLINA","HARNETT",37085,"DEMOCRAT",14200,58293
"62214",2020,"NORTH CAROLINA","HARNETT",37085,"DEMOCRAT",93,58293
"62227",2020,"NORTH CAROLINA","HARNETT",37085,"REPUBLICAN",3545,58293
"62228",2020,"NORTH CAROLINA","HARNETT",37085,"REPUBLICAN",5890,58293
"62229",2020,"NORTH CAROLINA","HARNETT",37085,"REPUBLICAN",25628,58293
"62230",2020,"NORTH CAROLINA","HARNETT",37085,"REPUBLICAN",114,58293
"62231",2020,"NORTH CAROLINA","HAYWOOD",37087,"DEMOCRAT",4158,36542
"62232",2020,"NORTH CAROLINA","HAYWOOD",37087,"DEMOCRAT",1502,36542
"62233",2020,"NORTH CAROLINA","HAYWOOD",37087,"DEMOCRAT",7473,36542
"62234",2020,"NORTH CAROLINA","HAYWOOD",37087,"DEMOCRAT",11,36542
"62247",2020,"NORTH CAROLINA","HAYWOOD",37087,"REPUBLICAN",1905,36542
"62248",2020,"NORTH CAROLINA","HAYWOOD",37087,"REPUBLICAN",5471,36542
"62249",2020,"NORTH CAROLINA","HAYWOOD",37087,"REPUBLICAN",15386,36542
"62250",2020,"NORTH CAROLINA","HAYWOOD",37087,"REPUBLICAN",72,36542
"62251",2020,"NORTH CAROLINA","HENDERSON",37089,"DEMOCRAT",10473,68371
"62252",2020,"NORTH CAROLINA","HENDERSON",37089,"DEMOCRAT",2720,68371
"62253",2020,"NORTH CAROLINA","HENDERSON",37089,"DEMOCRAT",14009,68371
"62254",2020,"NORTH CAROLINA","HENDERSON",37089,"DEMOCRAT",9,68371
"62267",2020,"NORTH CAROLINA","HENDERSON",37089,"REPUBLICAN",4730,68371
"62268",2020,"NORTH CAROLINA","HENDERSON",37089,"REPUBLICAN",8272,68371
"62269",2020,"NORTH CAROLINA","HENDERSON",37089,"REPUBLICAN",26983,68371
"62270",2020,"NORTH CAROLINA","HENDERSON",37089,"REPUBLICAN",47,68371
"62271",2020,"NORTH CAROLINA","HERTFORD",37091,"DEMOCRAT",822,10634
"62272",2020,"NORTH CAROLINA","HERTFORD",37091,"DEMOCRAT",1062,10634
"62273",2020,"NORTH CAROLINA","HERTFORD",37091,"DEMOCRAT",5207,10634
"62274",2020,"NORTH CAROLINA","HERTFORD",37091,"DEMOCRAT",6,10634
"62287",2020,"NORTH CAROLINA","HERTFORD",37091,"REPUBLICAN",184,10634
"62288",2020,"NORTH CAROLINA","HERTFORD",37091,"REPUBLICAN",984,10634
"62289",2020,"NORTH CAROLINA","HERTFORD",37091,"REPUBLICAN",2304,10634
"62290",2020,"NORTH CAROLINA","HERTFORD",37091,"REPUBLICAN",7,10634
"62291",2020,"NORTH CAROLINA","HOKE",37093,"DEMOCRAT",1955,21639
"62292",2020,"NORTH CAROLINA","HOKE",37093,"DEMOCRAT",1552,21639
"62293",2020,"NORTH CAROLINA","HOKE",37093,"DEMOCRAT",8277,21639
"62294",2020,"NORTH CAROLINA","HOKE",37093,"DEMOCRAT",20,21639
"62307",2020,"NORTH CAROLINA","HOKE",37093,"REPUBLICAN",827,21639
"62308",2020,"NORTH CAROLINA","HOKE",37093,"REPUBLICAN",2207,21639
"62309",2020,"NORTH CAROLINA","HOKE",37093,"REPUBLICAN",6395,21639
"62310",2020,"NORTH CAROLINA","HOKE",37093,"REPUBLICAN",24,21639
"62311",2020,"NORTH CAROLINA","HYDE",37095,"DEMOCRAT",146,2492
"62312",2020,"NORTH CAROLINA","HYDE",37095,"DEMOCRAT",355,2492
"62313",2020,"NORTH CAROLINA","HYDE",37095,"DEMOCRAT",541,2492
"62314",2020,"NORTH CAROLINA","HYDE",37095,"DEMOCRAT",4,2492
"62327",2020,"NORTH CAROLINA","HYDE",37095,"REPUBLICAN",69,2492
"62328",2020,"NORTH CAROLINA","HYDE",37095,"REPUBLICAN",861,2492
"62329",2020,"NORTH CAROLINA","HYDE",37095,"REPUBLICAN",479,2492
"62330",2020,"NORTH CAROLINA","HYDE",37095,"REPUBLICAN",9,2492
"62331",2020,"NORTH CAROLINA","IREDELL",37097,"DEMOCRAT",10057,102371
"62332",2020,"NORTH CAROLINA","IREDELL",37097,"DEMOCRAT",4187,102371
"62333",2020,"NORTH CAROLINA","IREDELL",37097,"DEMOCRAT",19608,102371
"62334",2020,"NORTH CAROLINA","IREDELL",37097,"DEMOCRAT",36,102371
"62347",2020,"NORTH CAROLINA","IREDELL",37097,"REPUBLICAN",7075,102371
"62348",2020,"NORTH CAROLINA","IREDELL",37097,"REPUBLICAN",13914,102371
"62349",2020,"NORTH CAROLINA","IREDELL",37097,"REPUBLICAN",45913,102371
"62350",2020,"NORTH CAROLINA","IREDELL",37097,"REPUBLICAN",108,102371
"62351",2020,"NORTH CAROLINA","JACKSON",37099,"DEMOCRAT",2019,21428
"62352",2020,"NORTH CAROLINA","JACKSON",37099,"DEMOCRAT",968,21428
"62353",2020,"NORTH CAROLINA","JACKSON",37099,"DEMOCRAT",6575,21428
"62354",2020,"NORTH CAROLINA","JACKSON",37099,"DEMOCRAT",29,21428
"62367",2020,"NORTH CAROLINA","JACKSON",37099,"REPUBLICAN",777,21428
"62368",2020,"NORTH CAROLINA","JACKSON",37099,"REPUBLICAN",2636,21428
"62369",2020,"NORTH CAROLINA","JACKSON",37099,"REPUBLICAN",7874,21428
"62370",2020,"NORTH CAROLINA","JACKSON",37099,"REPUBLICAN",69,21428
"62371",2020,"NORTH CAROLINA","JOHNSTON",37101,"DEMOCRAT",10162,111357
"62372",2020,"NORTH CAROLINA","JOHNSTON",37101,"DEMOCRAT",4667,111357
"62373",2020,"NORTH CAROLINA","JOHNSTON",37101,"DEMOCRAT",26338,111357
"62374",2020,"NORTH CAROLINA","JOHNSTON",37101,"DEMOCRAT",90,111357
"62387",2020,"NORTH CAROLINA","JOHNSTON",37101,"REPUBLICAN",5441,111357
"62388",2020,"NORTH CAROLINA","JOHNSTON",37101,"REPUBLICAN",13528,111357
"62389",2020,"NORTH CAROLINA","JOHNSTON",37101,"REPUBLICAN",49217,111357
"62390",2020,"NORTH CAROLINA","JOHNSTON",37101,"REPUBLICAN",167,111357
"62391",2020,"NORTH CAROLINA","JONES",37103,"DEMOCRAT",238,5525
"62392",2020,"NORTH CAROLINA","JONES",37103,"DEMOCRAT",507,5525
"62393",2020,"NORTH CAROLINA","JONES",37103,"DEMOCRAT",1442,5525
"62394",2020,"NORTH CAROLINA","JONES",37103,"DEMOCRAT",10,5525
"62407",2020,"NORTH CAROLINA","JONES",37103,"REPUBLICAN",202,5525
"62408",2020,"NORTH CAROLINA","JONES",37103,"REPUBLICAN",1155,5525
"62409",2020,"NORTH CAROLINA","JONES",37103,"REPUBLICAN",1914,5525
"62410",2020,"NORTH CAROLINA","JONES",37103,"REPUBLICAN",9,5525
"62411",2020,"NORTH CAROLINA","LEE",37105,"DEMOCRAT",2623,29008
"62412",2020,"NORTH CAROLINA","LEE",37105,"DEMOCRAT",1408,29008
"62413",2020,"NORTH CAROLINA","LEE",37105,"DEMOCRAT",8096,29008
"62414",2020,"NORTH CAROLINA","LEE",37105,"DEMOCRAT",16,29008
"62427",2020,"NORTH CAROLINA","LEE",37105,"REPUBLICAN",1366,29008
"62428",2020,"NORTH CAROLINA","LEE",37105,"REPUBLICAN",2669,29008
"62429",2020,"NORTH CAROLINA","LEE",37105,"REPUBLICAN",12407,29008
"62430",2020,"NORTH CAROLINA","LEE",37105,"REPUBLICAN",27,29008
"62431",2020,"NORTH CAROLINA","LENOIR",37107,"DEMOCRAT",2165,28409
"62432",2020,"NORTH CAROLINA","LENOIR",37107,"DEMOCRAT",1647,28409
"62433",2020,"NORTH CAROLINA","LENOIR",37107,"DEMOCRAT",9749,28409
"62434",2020,"NORTH CAROLINA","LENOIR",37107,"DEMOCRAT",44,28409
"62447",2020,"NORTH CAROLINA","LENOIR",37107,"REPUBLICAN",947,28409
"62448",2020,"NORTH CAROLINA","LENOIR",37107,"REPUBLICAN",2746,28409
"62449",2020,"NORTH CAROLINA","LENOIR",37107,"REPUBLICAN",10849,28409
"62450",2020,"NORTH CAROLINA","LENOIR",37107,"REPUBLICAN",48,28409
"62451",2020,"NORTH CAROLINA","LINCOLN",37109,"DEMOCRAT",3435,50217
"62452",2020,"NORTH CAROLINA","LINCOLN",37109,"DEMOCRAT",1420,50217
"62453",2020,"NORTH CAROLINA","LINCOLN",37109,"DEMOCRAT",8404,50217
"62454",2020,"NORTH CAROLINA","LINCOLN",37109,"DEMOCRAT",15,50217
"62467",2020,"NORTH CAROLINA","LINCOLN",37109,"REPUBLICAN",2788,50217
"62468",2020,"NORTH CAROLINA","LINCOLN",37109,"REPUBLICAN",6673,50217
"62469",2020,"NORTH CAROLINA","LINCOLN",37109,"REPUBLICAN",26804,50217
"62470",2020,"NORTH CAROLINA","LINCOLN",37109,"REPUBLICAN",76,50217
"62471",2020,"NORTH CAROLINA","MCDOWELL",37111,"DEMOCRAT",1473,23003
"62472",2020,"NORTH CAROLINA","MCDOWELL",37111,"DEMOCRAT",970,23003
"62473",2020,"NORTH CAROLINA","MCDOWELL",37111,"DEMOCRAT",3382,23003
