"","state","county_name","county_fips","2020","2000","2004","2008","2012","2016"
"1","ALABAMA","AUTAUGA",1001,-0.444184371624055,-0.409751278475128,-0.519794830934714,-0.478406158791929,-0.460304195219789,-0.489969166700036
"2","ALABAMA","BALDWIN",1003,-0.537623428368238,-0.475832152974504,-0.539122908251587,-0.514475575153845,-0.55768825142375,-0.571601113269968
"3","ALABAMA","BARBOUR",1005,-0.0766305381251188,0.00885040885040885,-0.0990071448455043,-0.0145313843508169,0.031453644973499,-0.0556882223708091
"4","ALABAMA","BIBB",1007,-0.577279833246483,-0.220109843683988,-0.445131578947368,-0.45846830171217,-0.466745843230404,-0.551536455380429
"5","ALABAMA","BLOUNT",1009,-0.800021748586342,-0.427864018249597,-0.625372023809524,-0.695059133803107,-0.740939765058735,-0.809090198530561
"6","ALABAMA","BULLOCK",1011,0.498590938651637,0.400081566068515,0.363790544837821,0.483841181902124,0.527996993611424,0.507430997876858
"7","ALABAMA","BUTLER",1013,-0.157356661045531,-0.0667691913366654,-0.186074144486692,-0.133587393140385,-0.0750842459983151,-0.134562528630325
"8","ALABAMA","CALHOUN",1015,-0.390031971441461,-0.167698989950911,-0.325554155892948,-0.325210186426222,-0.319238169358151,-0.409974093264249
"9","ALABAMA","CHAMBERS",1017,-0.156241821512693,-0.0355754605374345,-0.174570288520565,-0.0847820272800214,-0.0516733967558689,-0.148129496402878
"10","ALABAMA","CHEROKEE",1019,-0.728314771156817,-0.0839831266777451,-0.318598740192286,-0.512262698819908,-0.549544943245731,-0.690021429236933
"11","ALABAMA","CHILTON",1021,-0.673847747281201,-0.34852902199841,-0.542203318756365,-0.578352544278887,-0.603310044668423,-0.662529261255376
"12","ALABAMA","CHOCTAW",1023,-0.156618435155413,0.0145104420938432,-0.0821917808219178,-0.0743602736255384,-0.045933734939759,-0.136725178277564
"13","ALABAMA","CLARKE",1025,-0.11945184621241,-0.121744791666667,-0.184570826750922,-0.115519166356531,-0.0820157389358169,-0.10674545315018
"14","ALABAMA","CLAY",1027,-0.625396825396825,-0.284548699643039,-0.415298053527981,-0.472796597741604,-0.456319423596518,-0.605072463768116
"15","ALABAMA","CLEBURNE",1029,-0.803791338037913,-0.327769049489395,-0.513797861331494,-0.623536660505237,-0.682157018239492,-0.770514181707872
"16","ALABAMA","COFFEE",1031,-0.530774410774411,-0.305688739147337,-0.484729791099001,-0.488871224165342,-0.492716236722307,-0.561178793277797
"17","ALABAMA","COLBERT",1033,-0.389442731119558,0.00116106260449563,-0.108209734698141,-0.202713037877873,-0.203976908274535,-0.378647401163957
"18","ALABAMA","CONECUH",1035,-0.0739015680794908,0.0151324085750315,-0.0916791230692576,-0.0059052282874838,0.0165195101110795,-0.0516324981017464
"19","ALABAMA","COOSA",1037,-0.334915130498266,-0.0608714692358222,-0.16996600679864,-0.175265144706094,-0.162839248434238,-0.304455445544554
"20","ALABAMA","COVINGTON",1039,-0.680722891566265,-0.332109013443032,-0.52615027004854,-0.583011338443023,-0.583219866433249,-0.682559598494354
"21","ALABAMA","CRENSHAW",1041,-0.478162309203567,-0.179144942648592,-0.378,-0.378477189635988,-0.355406668744157,-0.454603478538376
"22","ALABAMA","CULLMAN",1043,-0.774222838163963,-0.318340389500423,-0.533460259725498,-0.652372185242883,-0.694982151667295,-0.770760172154305
"23","ALABAMA","DALE",1045,-0.462711520924106,-0.359800075920537,-0.50117930996654,-0.445962732919255,-0.421512097860646,-0.501093391647555
"24","ALABAMA","DALLAS",1047,0.375391849529781,0.195353119584055,0.206751736391536,0.344715135238826,0.397270080656708,0.375
"25","ALABAMA","DEKALB",1049,-0.697847118135986,-0.284495932955386,-0.406546509218977,-0.512138246929003,-0.548631773037757,-0.688569658483699
"26","ALABAMA","ELMORE",1051,-0.482500609310261,-0.425348680893967,-0.543410041841004,-0.509281655252805,-0.487501761307595,-0.515056360708535
"27","ALABAMA","ESCAMBIA",1053,-0.374041483343809,-0.210291595197256,-0.37910447761194,-0.28533460542456,-0.255430761988029,-0.359043448972718
"28","ALABAMA","ETOWAH",1055,-0.502032349983238,-0.0928636779505947,-0.273453608247423,-0.382189239332096,-0.383893722078533,-0.496128068109773
"29","ALABAMA","FAYETTE",1057,-0.673625370750627,-0.194415983606557,-0.390652336915771,-0.48875204222697,-0.533224263780518,-0.648563462237847
"30","ALABAMA","FRANKLIN",1059,-0.659087295277469,-0.119427181842745,-0.258863803080936,-0.391601813050543,-0.404825490376646,-0.603737541528239
"31","ALABAMA","GENEVA",1061,-0.737584695097648,-0.399518778114866,-0.592110266159696,-0.624774813416831,-0.630388692579505,-0.720275557067528
"32","ALABAMA","GREENE",1063,0.630157068062827,0.603730664240218,0.590985678180286,0.665786993402451,0.696067415730337,0.650614754098361
"33","ALABAMA","HALE",1065,0.18620253164557,0.215754753589445,0.169918187539333,0.216946676406136,0.254656947819044,0.199253731343284
"34","ALABAMA","HENRY",1067,-0.430307593030759,-0.183496826312752,-0.329982339356066,-0.296831637372803,-0.290525114155251,-0.413776015857284
"35","ALABAMA","HOUSTON",1069,-0.426677928659606,-0.397354711919394,-0.489765476091821,-0.408026835988978,-0.403239658380648,-0.470555125589249
"36","ALABAMA","JACKSON",1071,-0.674944999153833,0.0330056964146096,-0.142660302150485,-0.36931110472358,-0.41876852796812,-0.6194719786504
"37","ALABAMA","JEFFERSON",1073,0.131487687510741,-0.0314213388953219,-0.090092058149894,0.050859589858221,0.0598615416000369,0.0726681591500077
"38","ALABAMA","LAMAR",1075,-0.722368969831781,-0.250655262794868,-0.426724763979666,-0.537809187279152,-0.531816913201228,-0.687194946884869
"39","ALABAMA","LAUDERDALE",1077,-0.446694783373554,-0.11211376295236,-0.203007518796992,-0.281833928196515,-0.308742281442964,-0.454067046173308
"40","ALABAMA","LAWRENCE",1079,-0.546441270039299,0.0512925728354534,-0.112491964859653,-0.280177111716621,-0.269628684807256,-0.485939712725066
"41","ALABAMA","LEE",1081,-0.200996514996711,-0.205388877273678,-0.263281775386685,-0.197551771744133,-0.198918302397027,-0.226166140122654
"42","ALABAMA","LIMESTONE",1083,-0.425875901289733,-0.220529745282221,-0.363773948336945,-0.419123125987303,-0.436165712513043,-0.486399960291855
"43","ALABAMA","LOWNDES",1085,0.458814923189466,0.467563671311869,0.406410895200133,0.500137400384721,0.530647520276559,0.468581687612208
"44","ALABAMA","MACON",1087,0.638197867706064,0.744423055146643,0.662272775592644,0.740461524317367,0.742158937848759,0.671225382932166
"45","ALABAMA","MADISON",1089,-0.0795514640570528,-0.123122540108368,-0.187155697303566,-0.149431977972387,-0.186180744103857,-0.16340145297419
"46","ALABAMA","MARENGO",1091,0.013302752293578,0.0157160699417152,-0.0211199379965123,0.0357423066864266,0.0720291236890006,0.034746225213753
"47","ALABAMA","MARION",1093,-0.778011153762584,-0.196495406600885,-0.401941747572816,-0.56139214892756,-0.615282940933499,-0.758009858287123
"48","ALABAMA","MARSHALL",1095,-0.687126465767242,-0.239486941298367,-0.455082404496523,-0.563498763794247,-0.600872075170423,-0.688526446936233
"49","ALABAMA","MOBILE",1097,-0.118849773973051,-0.139697305807006,-0.180403263358657,-0.0874636211306112,-0.0922602708390521,-0.132745155930692
"50","ALABAMA","MONROE",1099,-0.158605174353206,-0.15774773768294,-0.227082022236207,-0.102204052612869,-0.077231976092641,-0.142439879271736
"51","ALABAMA","MONTGOMERY",1101,0.314891213346917,0.0192211931082561,0.0118572225320692,0.192232416486066,0.242857423178054,0.259840630801644
"52","ALABAMA","MORGAN",1103,-0.491977216038122,-0.227595417164546,-0.390282298381092,-0.437636025483756,-0.445066196297873,-0.51796856488429
"53","ALABAMA","PERRY",1105,0.482026768642447,0.395368930361154,0.367372804635162,0.451047247929859,0.50204951631415,0.457938613111027
"54","ALABAMA","PICKENS",1107,-0.162598262308647,-0.0190866510538642,-0.137428821725799,-0.0834409456640509,-0.0696077411299553,-0.155522951163278
